,time,open,high,low,close,tickvol,vol
734,2020-10-19 12:30:00,99950,100000,99855,99970,68377,284330
735,2020-10-19 12:45:00,99965,100030,99850,99855,62954,279073
736,2020-10-19 13:00:00,99855,99930,99795,99830,67085,295241
737,2020-10-19 13:15:00,99830,100020,99795,99940,77984,330149
738,2020-10-19 13:30:00,99935,100045,99890,99910,54840,203851
739,2020-10-19 13:45:00,99905,99940,99850,99900,34975,128660
740,2020-10-19 14:00:00,99905,99920,99825,99870,42951,168219
741,2020-10-19 14:15:00,99870,99875,99730,99775,77526,286385
742,2020-10-19 14:30:00,99775,99850,99720,99775,73365,288134
743,2020-10-19 14:45:00,99775,99780,99575,99580,102460,409247
744,2020-10-19 15:00:00,99580,99610,99440,99485,106164,416896
745,2020-10-19 15:15:00,99480,99530,99215,99250,114811,475746
746,2020-10-19 15:30:00,99250,99265,98630,98770,189606,819085
747,2020-10-19 15:45:00,98775,98800,98600,98615,108403,502216
748,2020-10-19 16:00:00,98625,98795,98570,98770,84982,410900
749,2020-10-19 16:15:00,98765,98850,98625,98755,79547,382618
750,2020-10-19 16:30:00,98760,98880,98700,98795,63198,296547
751,2020-10-19 16:45:00,98795,98830,98690,98820,49428,236209
752,2020-10-19 17:00:00,98825,98875,98765,98845,40437,170302
753,2020-10-19 17:15:00,98845,98865,98775,98805,24520,101577
754,2020-10-19 17:30:00,98805,98920,98795,98845,31357,126447
755,2020-10-19 17:45:00,98850,98940,98835,98940,18172,63267
756,2020-10-20 09:00:00,99200,99535,99120,99470,94689,302112
757,2020-10-20 09:15:00,99465,99475,99245,99425,97761,314284
758,2020-10-20 09:30:00,99425,99580,99385,99495,89564,305972
759,2020-10-20 09:45:00,99495,99555,99435,99470,52043,179561
760,2020-10-20 10:00:00,99475,99845,99370,99780,194309,733754
761,2020-10-20 10:15:00,99775,100095,99775,99935,179031,661744
762,2020-10-20 10:30:00,99935,100255,99880,100165,168181,687068
763,2020-10-20 10:45:00,100165,100230,99950,100075,129040,500462
764,2020-10-20 11:00:00,100080,100275,100045,100240,116908,472540
765,2020-10-20 11:15:00,100235,100325,100125,100255,118399,465826
766,2020-10-20 11:30:00,100255,100325,100200,100255,81990,334201
767,2020-10-20 11:45:00,100255,100350,100160,100215,95369,396607
768,2020-10-20 12:00:00,100210,100250,100020,100140,115015,470018
769,2020-10-20 12:15:00,100140,100230,100110,100125,58559,252987
770,2020-10-20 12:30:00,100120,100320,100095,100280,91641,367354
771,2020-10-20 12:45:00,100280,100375,100210,100275,73564,306564
772,2020-10-20 13:00:00,100275,100295,100120,100150,56494,223889
773,2020-10-20 13:15:00,100150,100250,100145,100170,50287,203256
774,2020-10-20 13:30:00,100170,100850,100140,100645,183901,731871
775,2020-10-20 13:45:00,100645,100780,100565,100665,70472,284819
776,2020-10-20 14:00:00,100670,100810,100640,100760,69090,271383
777,2020-10-20 14:15:00,100760,100920,100685,100805,99780,401012
778,2020-10-20 14:30:00,100805,100970,100765,100895,87178,392113
779,2020-10-20 14:45:00,100890,100925,100645,100705,84726,355489
780,2020-10-20 15:00:00,100700,100865,100695,100795,78405,338900
781,2020-10-20 15:15:00,100795,100940,100735,100805,73088,323188
782,2020-10-20 15:30:00,100810,100925,100800,100880,45244,207811
783,2020-10-20 15:45:00,100880,100900,100765,100830,57788,246629
784,2020-10-20 16:00:00,100830,100910,100585,100645,107115,443265
785,2020-10-20 16:15:00,100645,100890,100585,100790,95082,401451
786,2020-10-20 16:30:00,100790,100890,100645,100855,84036,337941
787,2020-10-20 16:45:00,100855,100890,100675,100685,71812,306617
788,2020-10-20 17:00:00,100685,100780,100610,100660,63933,277189
789,2020-10-20 17:15:00,100660,100700,100610,100630,23266,90561
790,2020-10-20 17:30:00,100630,100720,100545,100590,47319,197773
791,2020-10-20 17:45:00,100595,100930,100530,100930,30114,107800
792,2020-10-21 09:00:00,100500,100830,100450,100625,95742,304009
793,2020-10-21 09:15:00,100630,100720,100580,100705,66931,223552
794,2020-10-21 09:30:00,100700,100740,100615,100620,53386,188653
795,2020-10-21 09:45:00,100620,100705,100560,100600,61046,213681
796,2020-10-21 10:00:00,100605,101115,100460,101070,228017,855737
797,2020-10-21 10:15:00,101070,101170,100375,100465,234431,882427
798,2020-10-21 10:30:00,100460,100875,100280,100860,234403,893201
799,2020-10-21 10:45:00,100860,101340,100690,101250,192454,743497
800,2020-10-21 11:00:00,101245,101400,101065,101195,155140,615147
801,2020-10-21 11:15:00,101195,101285,100975,101155,114574,441995
802,2020-10-21 11:30:00,101155,101445,101130,101410,135469,536561
803,2020-10-21 11:45:00,101410,101495,101215,101255,119523,487243
804,2020-10-21 12:00:00,101255,101255,100825,100880,143829,599722
805,2020-10-21 12:15:00,100885,101275,100755,101255,134292,570370
806,2020-10-21 12:30:00,101260,101280,101085,101175,87937,398529
807,2020-10-21 12:45:00,101180,101270,101100,101185,51176,219282
808,2020-10-21 13:00:00,101180,101360,101145,101290,68680,271857
809,2020-10-21 13:15:00,101285,101875,101210,101595,143408,603977
810,2020-10-21 13:30:00,101595,101700,101320,101360,90066,377256
811,2020-10-21 13:45:00,101360,101420,101120,101170,96271,417645
812,2020-10-21 14:00:00,101170,101355,101135,101210,84941,354249
813,2020-10-21 14:15:00,101210,101395,101190,101300,61987,264187
814,2020-10-21 14:30:00,101305,101340,100900,101010,103447,421029
815,2020-10-21 14:45:00,101010,101185,100955,101165,66829,275076
816,2020-10-21 15:00:00,101170,101325,101095,101135,91713,382882
817,2020-10-21 15:15:00,101140,101245,101025,101160,76200,318013
818,2020-10-21 15:30:00,101160,101225,101105,101155,43047,196255
819,2020-10-21 15:45:00,101155,101310,101125,101165,68090,288848
820,2020-10-21 16:00:00,101160,101175,100970,101085,69416,314467
821,2020-10-21 16:15:00,101080,101140,100980,101085,51816,232673
822,2020-10-21 16:30:00,101090,101115,100855,100865,54322,248077
823,2020-10-21 16:45:00,100865,100915,100665,100680,76391,334786
824,2020-10-21 17:00:00,100685,100740,100510,100565,54224,237150
825,2020-10-21 17:15:00,100570,100690,100565,100650,29855,116172
826,2020-10-21 17:30:00,100650,100690,100600,100685,21028,82157
827,2020-10-21 17:45:00,100685,100890,100680,100710,23638,73864
828,2020-10-22 09:00:00,100660,100935,100565,100830,80049,245575
829,2020-10-22 09:15:00,100830,100870,100695,100805,54275,177864
830,2020-10-22 09:30:00,100810,101000,100665,100945,124898,413624
831,2020-10-22 09:45:00,100945,101015,100880,100915,57393,197051
832,2020-10-22 10:00:00,100915,100925,100570,100705,172203,617680
833,2020-10-22 10:15:00,100705,100955,100620,100740,168632,650557
834,2020-10-22 10:30:00,100735,101030,100565,100825,211532,874148
835,2020-10-22 10:45:00,100825,101295,100800,101285,202488,832090
836,2020-10-22 11:00:00,101285,101345,101115,101155,137090,554349
837,2020-10-22 11:15:00,101155,101290,100835,100910,169217,707657
838,2020-10-22 11:30:00,100910,100975,100720,100745,150283,647512
839,2020-10-22 11:45:00,100740,101575,100690,101450,194088,827056
840,2020-10-22 12:00:00,101450,101675,101320,101650,127397,549442
841,2020-10-22 12:15:00,101650,101835,101520,101745,115947,485061
842,2020-10-22 12:30:00,101740,101810,101630,101750,64210,278712
843,2020-10-22 12:45:00,101755,101890,101655,101675,69910,300047
844,2020-10-22 13:00:00,101675,101750,101640,101670,49372,221211
845,2020-10-22 13:15:00,101665,101795,101665,101760,34729,146034
846,2020-10-22 13:30:00,101755,101780,101665,101720,32995,148716
847,2020-10-22 13:45:00,101720,102075,101700,101920,119195,518239
848,2020-10-22 14:00:00,101920,102090,101910,102055,73020,321022
849,2020-10-22 14:15:00,102055,102085,101935,101975,62894,282623
850,2020-10-22 14:30:00,101975,102200,101935,102145,69789,304952
851,2020-10-22 14:45:00,102140,102170,102000,102060,67039,302682
852,2020-10-22 15:00:00,102060,102170,102005,102070,61214,276044
853,2020-10-22 15:15:00,102070,102170,102035,102095,56169,259806
854,2020-10-22 15:30:00,102090,102150,102025,102045,49576,247120
855,2020-10-22 15:45:00,102045,102100,101945,102025,56792,277272
856,2020-10-22 16:00:00,102025,102050,101960,102015,36384,175605
857,2020-10-22 16:15:00,102010,102165,102000,102100,61549,259150
858,2020-10-22 16:30:00,102100,102160,102085,102135,39700,189957
859,2020-10-22 16:45:00,102135,102315,102045,102090,79499,362883
860,2020-10-22 17:00:00,102095,102105,102010,102030,34756,158466
861,2020-10-22 17:15:00,102030,102130,102025,102115,26545,126753
862,2020-10-22 17:30:00,102110,102165,102060,102125,25484,125445
863,2020-10-22 17:45:00,102120,102445,102120,102375,32708,111846
864,2020-10-23 09:00:00,102420,102480,102240,102295,69719,239837
865,2020-10-23 09:15:00,102295,102345,102210,102250,49462,167791
866,2020-10-23 09:30:00,102250,102290,102200,102215,36040,121927
867,2020-10-23 09:45:00,102215,102235,102165,102220,41968,140278
868,2020-10-23 10:00:00,102225,102255,101720,101775,184129,705827
869,2020-10-23 10:15:00,101775,102230,101730,102215,166171,666009
870,2020-10-23 10:30:00,102215,102410,101865,101870,228721,937737
871,2020-10-23 10:45:00,101875,101990,101770,101870,128635,519567
872,2020-10-23 11:00:00,101870,101940,101645,101935,137954,545128
873,2020-10-23 11:15:00,101935,101970,101730,101865,103794,427634
874,2020-10-23 11:30:00,101870,102020,101675,101780,108092,432876
875,2020-10-23 11:45:00,101780,101940,101670,101845,100874,425576
876,2020-10-23 12:00:00,101845,101860,101660,101780,88786,406333
877,2020-10-23 12:15:00,101785,101900,101605,101695,97177,416424
878,2020-10-23 12:30:00,101695,101800,101620,101765,57727,242835
879,2020-10-23 12:45:00,101765,101940,101750,101895,74674,329799
880,2020-10-23 13:00:00,101890,102080,101850,101970,87884,385437
881,2020-10-23 13:15:00,101970,101975,101785,101820,77206,365031
882,2020-10-23 13:30:00,101820,101935,101725,101805,63780,290483
883,2020-10-23 13:45:00,101800,101835,101640,101760,66417,301281
884,2020-10-23 14:00:00,101765,101975,101690,101925,82280,372393
885,2020-10-23 14:15:00,101920,101930,101730,101775,64866,288315
886,2020-10-23 14:30:00,101775,101910,101630,101630,78490,347181
887,2020-10-23 14:45:00,101635,101670,101355,101500,114977,488988
888,2020-10-23 15:00:00,101500,101620,101430,101545,69291,301022
889,2020-10-23 15:15:00,101545,101635,101470,101630,53714,230557
890,2020-10-23 15:30:00,101630,101675,101535,101550,46990,200212
891,2020-10-23 15:45:00,101550,101590,101485,101505,48440,241438
892,2020-10-23 16:00:00,101510,101620,101440,101565,57229,288406
893,2020-10-23 16:15:00,101560,101610,101425,101510,53685,259398
894,2020-10-23 16:30:00,101515,101530,101360,101410,61280,288208
895,2020-10-23 16:45:00,101410,101465,101275,101395,54223,246255
896,2020-10-23 17:00:00,101395,101430,101285,101370,39069,175623
897,2020-10-23 17:15:00,101375,101500,101350,101475,28240,106104
898,2020-10-23 17:30:00,101470,101585,101455,101550,26852,104388
899,2020-10-23 17:45:00,101550,101725,101510,101630,20900,67878
900,2020-10-26 09:00:00,100845,100975,100795,100880,53975,171206
901,2020-10-26 09:15:00,100875,101005,100850,101000,52519,164245
902,2020-10-26 09:30:00,100995,101065,100920,100975,63667,207167
903,2020-10-26 09:45:00,100980,100990,100900,100935,40770,144386
904,2020-10-26 10:00:00,100940,101460,100885,101420,180884,686940
905,2020-10-26 10:15:00,101420,101725,101420,101695,165258,675277
906,2020-10-26 10:30:00,101690,101820,101575,101720,155564,629488
907,2020-10-26 10:45:00,101715,101850,101635,101820,92447,378972
908,2020-10-26 11:00:00,101825,101945,101765,101870,100616,420728
909,2020-10-26 11:15:00,101870,101970,101785,101800,84529,348518
910,2020-10-26 11:30:00,101805,101900,101690,101875,103375,414150
911,2020-10-26 11:45:00,101875,101930,101660,101665,88718,380508
912,2020-10-26 12:00:00,101665,101675,101335,101425,155271,693513
913,2020-10-26 12:15:00,101425,101470,101215,101425,115436,530585
914,2020-10-26 12:30:00,101420,101480,101350,101435,68820,367456
915,2020-10-26 12:45:00,101435,101715,101360,101645,101422,452163
916,2020-10-26 13:00:00,101645,101715,101475,101505,66366,291629
917,2020-10-26 13:15:00,101505,101560,101350,101370,74334,321929
918,2020-10-26 13:30:00,101370,101375,100525,100610,181270,825607
919,2020-10-26 13:45:00,100610,100765,100465,100635,104606,472152
920,2020-10-26 14:00:00,100640,100695,100565,100645,52905,251214
921,2020-10-26 14:15:00,100650,100650,100195,100230,128409,592172
922,2020-10-26 14:30:00,100230,100270,99940,100205,121709,575699
923,2020-10-26 14:45:00,100210,100615,100170,100605,100086,475996
924,2020-10-26 15:00:00,100605,100865,100565,100700,117347,528592
925,2020-10-26 15:15:00,100695,100880,100585,100800,80500,364616
926,2020-10-26 15:30:00,100805,100880,100690,100745,57288,285414
927,2020-10-26 15:45:00,100745,100845,100655,100780,51123,266164
928,2020-10-26 16:00:00,100780,100850,100650,100720,48807,235863
929,2020-10-26 16:15:00,100725,101005,100720,100965,80838,359151
930,2020-10-26 16:30:00,100965,101150,100930,101035,67928,301420
931,2020-10-26 16:45:00,101035,101255,100905,101255,72916,330231
932,2020-10-26 17:00:00,101250,101300,101150,101235,50370,229412
933,2020-10-26 17:15:00,101235,101265,101205,101230,15128,63892
934,2020-10-26 17:30:00,101230,101275,101180,101220,19653,83832
935,2020-10-26 17:45:00,101225,101355,101205,101355,15772,54817
936,2020-10-27 09:00:00,101890,101940,101660,101715,73173,233168
937,2020-10-27 09:15:00,101715,101800,101685,101780,35143,112817
938,2020-10-27 09:30:00,101780,101850,101635,101675,67604,215410
939,2020-10-27 09:45:00,101675,101680,101460,101550,100527,318156
940,2020-10-27 10:00:00,101555,101845,101340,101585,220027,762454
941,2020-10-27 10:15:00,101590,101650,101275,101305,175547,610144
942,2020-10-27 10:30:00,101305,101345,100945,101025,236133,848441
943,2020-10-27 10:45:00,101020,101180,100920,101105,114450,430536
944,2020-10-27 11:00:00,101100,101160,100980,101055,89713,367983
945,2020-10-27 11:15:00,101055,101110,100650,100815,160584,615106
946,2020-10-27 11:30:00,100815,100910,100755,100850,76689,320738
947,2020-10-27 11:45:00,100855,101045,100835,100875,85301,329341
948,2020-10-27 12:00:00,100880,100950,100730,100790,92166,364633
949,2020-10-27 12:15:00,100795,100870,100580,100655,87701,352025
950,2020-10-27 12:30:00,100660,100815,100525,100630,101381,412806
951,2020-10-27 12:45:00,100635,100780,100615,100650,68340,275985
952,2020-10-27 13:00:00,100650,100665,100265,100415,116759,475683
953,2020-10-27 13:15:00,100415,100430,100310,100345,51072,219520
954,2020-10-27 13:30:00,100345,100370,100190,100260,88243,358185
955,2020-10-27 13:45:00,100265,100390,100240,100335,56853,245399
956,2020-10-27 14:00:00,100335,100345,100150,100200,64731,285951
957,2020-10-27 14:15:00,100200,100465,100175,100435,75190,299205
958,2020-10-27 14:30:00,100430,100515,100290,100360,78400,310183
959,2020-10-27 14:45:00,100365,100425,100170,100300,74005,294953
960,2020-10-27 15:00:00,100300,100350,100200,100225,55402,239341
961,2020-10-27 15:15:00,100220,100225,99980,100055,112289,469435
962,2020-10-27 15:30:00,100055,100095,99720,99815,119896,513599
963,2020-10-27 15:45:00,99820,99860,99500,99595,122259,552468
964,2020-10-27 16:00:00,99595,99775,99590,99715,59421,283825
965,2020-10-27 16:15:00,99715,99780,99675,99710,37073,170721
966,2020-10-27 16:30:00,99705,99785,99650,99665,42351,192053
967,2020-10-27 16:45:00,99670,99730,99530,99635,71936,326980
968,2020-10-27 17:00:00,99635,99690,99565,99620,35107,156046
969,2020-10-27 17:15:00,99620,99625,99445,99620,44713,187641
970,2020-10-27 17:30:00,99615,99655,99335,99365,41453,165206
971,2020-10-27 17:45:00,99365,99410,98770,98850,45530,154083
972,2020-10-28 09:00:00,98300,98375,97860,97865,96263,321474
973,2020-10-28 09:15:00,97865,98000,97425,97625,168614,605409
974,2020-10-28 09:30:00,97630,97790,97465,97575,118865,419847
975,2020-10-28 09:45:00,97575,98015,97490,97990,155189,546789
976,2020-10-28 10:00:00,97990,98060,97260,97480,235176,838427
977,2020-10-28 10:15:00,97480,97640,97065,97430,237903,860763
978,2020-10-28 10:30:00,97430,97590,97090,97545,195413,696350
979,2020-10-28 10:45:00,97545,97620,96965,97095,208606,833002
980,2020-10-28 11:00:00,97095,97245,96830,96945,173853,669124
981,2020-10-28 11:15:00,96945,97075,96645,96780,154819,644135
982,2020-10-28 11:30:00,96780,97000,96575,96680,145184,596796
983,2020-10-28 11:45:00,96685,96730,96420,96615,129225,545125
984,2020-10-28 12:00:00,96620,96875,96470,96645,138680,593540
985,2020-10-28 12:15:00,96645,96675,96215,96310,128894,536709
986,2020-10-28 12:30:00,96305,96490,96065,96450,116457,484846
987,2020-10-28 12:45:00,96450,96830,96355,96800,113981,480373
988,2020-10-28 13:00:00,96805,96840,96535,96605,90823,391242
989,2020-10-28 13:15:00,96605,96745,96485,96710,73373,315981
990,2020-10-28 13:30:00,96710,96775,96325,96430,103894,461245
991,2020-10-28 13:45:00,96425,96500,96285,96405,78432,330337
992,2020-10-28 14:00:00,96405,96410,95930,95940,109117,456870
993,2020-10-28 14:15:00,95940,96220,95870,96205,101593,405809
994,2020-10-28 14:30:00,96215,96360,96130,96190,76573,309278
995,2020-10-28 14:45:00,96190,96530,96150,96520,93298,361708
996,2020-10-28 15:00:00,96515,96525,96210,96215,83439,322773
997,2020-10-28 15:15:00,96215,96430,96170,96385,77716,321993
998,2020-10-28 15:30:00,96380,96455,95985,96120,102372,427568
999,2020-10-28 15:45:00,96120,96320,96075,96210,75242,331182
